vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan
032924_KL004R-KL004G,032924,multi,train,True,,-1,-1,False,-1
040824_KL002B-KL002Y,040824,multi,train,True,,-1,-1,False,-1
040824_KL005B-KL005Y,040824,multi,train,True,,-1,-1,False,-1
040824_KL007G-KL007Y,040824,multi,train,True,,-1,-1,False,-1
040824_KL004R-KL004G,040824,multi,train,True,,-1,-1,False,-1
040824_KL001B-KL001Y,040824,multi,train,True,,-1,-1,False,-1
040824_KL003G-KL003B,040824,multi,train,True,,-1,-1,False,-1
040824_KL008G-KL008B,040824,multi,train,True,,-1,-1,False,-1
040824_KL006R-KL006G,040824,multi,train,True,,-1,-1,False,-1
041624_EB001R-EB003B,041624,multi,train,True,,-1,-1,False,-1
041624_EB011Y-EB015R,041624,multi,train,True,,-1,-1,False,-1
041624_EB009B-EB019Y,041624,multi,train,True,,-1,-1,False,-1
041624_EB031B-EB033Y,041624,multi,train,True,,-1,-1,False,-1
041624_EB021R-EB023B,041624,multi,train,True,,-1,-1,False,-1
041624_EB005Y-EB007R,041624,multi,train,True,,-1,-1,False,-1
041624_EB027Y-EB029R,041624,multi,train,True,,-1,-1,False,-1
042424_EB011Y-EB015R,042424,multi,train,True,,-1,-1,False,-1
042424_EB021R-EB023B,042424,multi,train,True,,-1,-1,False,-1
042424_EB001R-EB031B,042424,multi,train,True,,-1,-1,False,-1
042424_EB005Y-EB007R,042424,multi,train,True,,-1,-1,False,-1
042424_EB027Y-EB029R,042424,multi,train,True,,-1,-1,False,-1
042424_EB009B-EB033Y,042424,multi,train,True,,-1,-1,False,-1
042424_EB003B-EB019Y,042424,multi,train,True,,-1,-1,False,-1
040424_KL007G-KL007Y,040424,multi,train,True,,-1,-1,False,-1
040424_KL008G-KL008B,040424,multi,train,True,,-1,-1,False,-1
040424_KL005B-KL005Y,040424,multi,train,True,,-1,-1,False,-1
040424_KL006R-KL006G,040424,multi,train,True,,-1,-1,False,-1
041224_EB001R-EB003B,041224,multi,train,True,,-1,-1,False,-1
041224_EB011Y-EB015R,041224,multi,train,True,,-1,-1,False,-1
041224_EB031B-EB033Y,041224,multi,train,True,,-1,-1,False,-1
041224_EB009B-EB019Y,041224,multi,train,True,,-1,-1,False,-1
041224_EB027Y-EB029R,041224,multi,train,True,,-1,-1,False,-1
041224_EB005Y-EB007R,041224,multi,train,True,,-1,-1,False,-1
041224_EB021R-EB023B,041224,multi,train,True,,-1,-1,False,-1
041824_Cam3_TrNum11_Coop_KL007Y-KL007G,041824_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam3_TrNum5_Coop_KL007Y-KL007G,041824_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
051424_Cam4_TrNum9_Coop_EB005Y-EB007R,051424_EB005Y-007R-009B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
053124_Cam4_TrNum10_Coop_EB011Y-EB017B,053124_EB011Y-015R-017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
053124_Cam4_TrNum8_Coop_EB011Y-EB015R,053124_EB011Y-015R-017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051424_Cam3_TrNum11_Coop_EB031B-EB001R,051424_EB031B-001R-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051424_Cam3_TrNum7_Coop_EB031B-EB033Y,051424_EB031B-001R-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
042224_Cam4_TrNum12_Coop_KL006G-KL006R,042224_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
042224_Cam4_TrNum5_Coop_KL006G-KL006R,042224_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam1_TrNum14_Coop_KL007G-KL002B,090924_FiberPho_KL007G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam1_TrNum10_Coop_KL007G-KL002Y,090924_FiberPho_KL007G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam1_TrNum8_Coop_KL007G-KL007Y,090924_FiberPho_KL007G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
052024_Cam2_TrNum7_Coop_EB027Y-EB029R,052024_EB027Y-029R-EB023B_TimeOut_VEH_BAD,multi,test,True,,-1,-1,False,-1
102124_Cam2_TrNum4_Coop_HF008Y-HF006G,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
102124_Cam2_TrNum6_Coop_HF008Y-HF001R,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
102124_Cam2_TrNum7_Coop_HF008Y-HF006G,102124_FiberPho_HF008Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
091324_Cam2_TrNum12_Coop_KL005Y-KL006R,091324_FiberPho_KL005Y_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
091324_Cam2_TrNum8_Coop_KL005Y-KL007G,091324_FiberPho_KL005Y_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
091324_Cam2_TrNum10_Coop_KL005Y-KL005B,091324_FiberPho_KL005Y_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
043024_Cam2_TrNum8_Coop_KL001B-KL001Y,043024_KL001_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
043024_Cam2_TrNum6_Coop_KL001B-KL001Y,043024_KL001_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
093024_Cam2_TrNum10_Coop_KL004G-KL005B,093024_FiberPho_KL004G-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
093024_Cam2_TrNum13_Coop_KL004G-KL001Y,093024_FiberPho_KL004G-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
052324_Cam2_TrNum7_Coop_EB015R-EB023B,052324_EB015R-011Y_023B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052324_Cam2_TrNum12_Coop_EB015R-EB011Y,052324_EB015R-011Y_023B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
092624_Cam2_TrNum12_Coop_KL002B-KL002Y,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092624_Cam2_TrNum10_Coop_KL002B-KL008G,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092624_Cam2_TrNum14_Coop_KL002B-KL006R,092624_FiberPho_KL002B-KL006_2X_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam2_TrNum12_Coop_KL008B-KL008G,041824_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam2_TrNum7_Coop_KL008B-KL008G,041824_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam3_TrNum6_Coop_KL003G-KL003B,041924_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam3_TrNum8_Coop_KL003G-KL003B,041924_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
051024_Cam1_TrNum12_Coop_EB023B-EB019Y,051024_EB023B-021R-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051024_Cam1_TrNum7_Coop_EB023B-EB021R,051024_EB023B-021R-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050124_Cam3_TrNum5_Coop_KL006G-KL006R,050124_KL006_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050124_Cam3_TrNum7_Coop_KL006G-KL006R,050124_KL006_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
092424_Cam2_TrNum14_Coop_KL005Y-KL005B,092424_FiberPho_KL005Y-KL008_TimeOut,multi,test,True,,-1,-1,False,-1
092424_Cam2_TrNum8_Coop_KL005Y-KL003G,092424_FiberPho_KL005Y-KL008_TimeOut,multi,test,True,,-1,-1,False,-1
053124_Cam1_TrNum7_Coop_EB027Y-EB029R,053124_EB027Y-029R-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
053124_Cam1_TrNum12_Coop_EB027Y-EB003B,053124_EB027Y-029R-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
043024_Cam3_TrNum7_Coop_KL002B-KL002Y,043024_KL002_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
043024_Cam3_TrNum5_Coop_KL002B-KL002Y,043024_KL002_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
053124_Cam3_TrNum7_Coop_EB031B-EB001R,053124_EB031B-001R-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
053124_Cam3_TrNum12_Coop_EB031B-EB033Y,053124_EB031B-001R-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052424_Cam4_TrNum7_Coop_EB031B-EB033Y,052424_EB031B-001R-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052424_Cam4_TrNum12_Coop_EB031B-EB001R,052424_EB031B-001R-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
042224_Cam3_TrNum12_Coop_KL007Y-KL007G,042224_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
042224_Cam3_TrNum6_Coop_KL007Y-KL007G,042224_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
052924_Cam4_TrNum12_Coop_EB007R-EB005Y,052924_EB007R-005Y-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052924_Cam4_TrNum10_Coop_EB007R-EB019Y,052924_EB007R-005Y-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050324_Cam2_TrNum7_Coop_KL004G-KL004R,050324_KL004_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050324_Cam2_TrNum9_Coop_KL004G-KL004R,050324_KL004_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
041624_Cam4_TrNum12_Coop_KL001B-KL001Y,041624_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam4_TrNum10_Coop_KL001B-KL001Y,041624_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
091024_Cam1_TrNum10_Coop_KL007Y-KL002G,091024_FiberPho_KL007Y-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091024_Cam1_TrNum14_Coop_KL007Y-KL002B,091024_FiberPho_KL007Y-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091024_Cam1_TrNum8_Coop_KL007Y-KL007G,091024_FiberPho_KL007Y-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam3_TrNum12_Coop_KL007Y-KL007G,042924_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam3_TrNum7_Coop_KL007Y-KL007G,042924_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
051324_Cam1_TrNum11_Coop_EB001R-EB031B,051324_EB001R-031B-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051324_Cam1_TrNum7_Coop_EB001R-EB033Y,051324_EB001R-031B-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
043024_Cam4_TrNum7_Coop_KL004G-KL004R,043024_KL004_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
043024_Cam4_TrNum9_Coop_KL004G-KL004R,043024_KL004_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
102124_Cam1_TrNum7_Coop_HF004Y-HF003B,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,,-1,-1,False,-1
102124_Cam1_TrNum5_Coop_HF004Y-HF003B,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,,-1,-1,False,-1
102124_Cam1_TrNum6_Coop_HF004Y-HF006G,102124_FiberPho_HF004Y_HF006G_TimeOut,multi,test,True,,-1,-1,False,-1
052824_Cam2_TrNum9_Coop_EB027Y-EB003B,052824_EB027Y-029R-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052824_Cam2_TrNum11_Coop_EB027Y-EB029R,052824_EB027Y-029R-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
092724_Cam1_TrNum13_Coop_KL008G-KL002Y,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
092724_Cam1_TrNum9_Coop_KL008G-KL006R,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
092724_Cam1_TrNum15_Coop_KL008G-KL008B,092724_FiberPho_KL008G_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
050324_Cam1_TrNum9_Coop_KL002B-KL002Y,050324_KL002_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050324_Cam1_TrNum11_Coop_KL002B-KL002Y,050324_KL002_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
052924_Cam3_TrNum10_Coop_EB015R-EB017B,052924_EB015R-011Y_017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052924_Cam3_TrNum12_Coop_EB015R-EB011Y,052924_EB015R-011Y_017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052024_Cam1_TrNum7_Coop_EB011Y-EB017B,052024_EB011Y-015R-017B_TimeOut_VEH_BAD,multi,test,True,,-1,-1,False,-1
051524_Cam3_TrNum12_Coop_EB015R-EB033Y,051524_EB015R-011Y_033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051524_Cam3_TrNum8_Coop_EB015R-EB011Y,051524_EB015R-011Y_033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052124_Cam4_TrNum8_Coop_EB015R-EB011Y,052124_EB015R-011Y_019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052124_Cam4_TrNum12_Coop_EB015R-EB019Y,052124_EB015R-011Y_019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052824_Cam3_TrNum10_Coop_EB031B-EB001R,052824_EB031B-001R-019Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052824_Cam3_TrNum12_Coop_EB031B-EB019Y,052824_EB031B-001R-019Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
043024_Cam1_TrNum8_Coop_KL003G-KL003B,043024_KL003_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
043024_Cam1_TrNum10_Coop_KL003G-KL003B,043024_KL003_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050124_Cam4_TrNum9_Coop_KL008B-KL008G,050124_KL008_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050124_Cam4_TrNum7_Coop_KL008B-KL008G,050124_KL008_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050524_Cam1_TrNum12_Coop_KL008B-KL008G,050524_KL008_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050524_Cam1_TrNum5_Coop_KL008B-KL008G,050524_KL008_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
042924_Cam1_TrNum11_Coop_KL006G-KL006R,042924_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam1_TrNum9_Coop_KL006G-KL006R,042924_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
042224_Cam2_TrNum5_Coop_KL005Y-KL005B,042224_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042224_Cam2_TrNum7_Coop_KL005Y-KL005B,042224_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam3_TrNum7_Coop_KL001B-KL001Y,042324_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam3_TrNum12_Coop_KL001B-KL001Y,042324_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
050524_Cam3_TrNum7_Coop_KL006G-KL006R,050524_KL006_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050524_Cam3_TrNum10_Coop_KL006G-KL006R,050524_KL006_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
042224_Cam1_TrNum5_Coop_KL008B-KL008G,042224_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
042224_Cam1_TrNum8_Coop_KL008B-KL008G,042224_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
050824_Cam2_TrNum11_Coop_EB001R-EB027Y,050824_EB001R-031B-027Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050824_Cam2_TrNum9_Coop_EB001R-EB031B,050824_EB001R-031B-027Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
091924_Cam1_TrNum14_Coop_KL003B-KL003G,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
091924_Cam1_TrNum10_Coop_KL003B-KL004G,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
091924_Cam1_TrNum8_Coop_KL003B-KL001Y,091924_FiberPho_KL003B-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
100124_Cam1_TrNum11_Coop_KL008G-KL008B,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
100124_Cam1_TrNum15_Coop_KL008G-KL006R,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
100124_Cam1_TrNum13_Coop_KL008G-KL002Y,100124_FiberPho_KL008G_KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
052824_Cam1_TrNum12_Coop_EB005Y-EB017B,052824_EB005Y-007R-017B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052824_Cam1_TrNum10_Coop_EB005Y-EB007R,052824_EB005Y-007R-017B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052324_Cam3_TrNum12_Coop_EB007R-EB033Y,052324_EB007R-005Y-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052324_Cam3_TrNum10_Coop_EB007R-EB005Y,052324_EB007R-005Y-033Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052124_Cam2_TrNum12_Coop_EB029R-EB027Y,052124_EB029R-027Y-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052124_Cam2_TrNum7_Coop_EB029R-EB033Y,052124_EB029R-027Y-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
042624_Cam3_TrNum5_Coop_KL002B-KL002Y,042624_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam3_TrNum7_Coop_KL002B-KL002Y,042624_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
050324_Cam3_TrNum7_Coop_KL003G-KL003B,050324_KL003_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050324_Cam3_TrNum12_Coop_KL003G-KL003B,050324_KL003_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
053124_Cam2_TrNum12_Coop_EB005Y-EB003B,053124_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
053124_Cam2_TrNum9_Coop_EB005Y-EB007R,053124_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
102224_Cam2_TrNum4_Coop_HF003B-HF004Y,102224_FiberPho_HF003B_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
051024_Cam4_TrNum8_Coop_EB031B-EB027Y,051024_EB031B-001R-027Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051024_Cam4_TrNum10_Coop_EB031B-EB001R,051024_EB031B-001R-027Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052324_Cam4_TrNum12_Coop_EB029R-EB027Y,052324_EB029R-027Y-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052324_Cam4_TrNum10_Coop_EB029R-EB003B,052324_EB029R-027Y-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
042424_Cam4_TrNum5_Coop_KL007Y-KL007G,042424_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam4_TrNum7_Coop_KL007Y-KL007G,042424_KL007_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam2_TrNum12_Coop_KL003B-KL007G,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam2_TrNum8_Coop_KL003B-KL005Y,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam2_TrNum10_Coop_KL003B-KL003G,091624_FiberPho_KL003B-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam2_TrNum10_Coop_KL003G-KL003B,042324_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam2_TrNum6_Coop_KL003G-KL003B,042324_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
100124_Cam2_TrNum9_Coop_KL004G-KL001Y,100124_FiberPho_KL004G-KL001_2X_TimeOut,multi,test,True,,-1,-1,False,-1
091724_Cam2_TrNum11_Coop_KL004G-KL006R,091724_FiberPho_KL004G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091724_Cam2_TrNum14_Coop_KL004G-KL002Y,091724_FiberPho_KL004G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
051424_Cam1_TrNum10_Coop_EB011Y-EB015R,051424_EB011Y-015R-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051424_Cam1_TrNum7_Coop_EB011Y-EB003B,051424_EB011Y-015R-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051424_Cam2_TrNum7_Coop_EB023B-EB021R,051424_EB023B-021R-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051424_Cam2_TrNum10_Coop_EB023B-EB027Y,051424_EB023B-021R-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
050824_Cam4_TrNum8_Coop_EB021R-EB023B,050824_EB021R-023B-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050824_Cam4_TrNum12_Coop_EB021R-EB019Y,050824_EB021R-023B-019Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
042324_Cam1_TrNum12_Coop_KL004G-KL004R,042324_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam1_TrNum8_Coop_KL004G-KL004R,042324_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam1_TrNum10_Coop_KL003G-KL003B,042624_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam1_TrNum8_Coop_KL003G-KL003B,042624_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
100324_Cam1_TrNum6_Coop_KL005Y-KL005B,100324_FiberPho_KL005Y_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
052424_Cam1_TrNum9_Coop_EB005Y-EB023B,052424_EB005Y-007R-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052424_Cam1_TrNum11_Coop_EB005Y-EB007R,052424_EB005Y-007R-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
091124_Cam1_TrNum8_Coop_KL002Y-KL002B,091124_FiberPho_KL002Y-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
091124_Cam1_TrNum10_Coop_KL002Y-KL004R,091124_FiberPho_KL002Y-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
091124_Cam1_TrNum14_Coop_KL002Y-KL005B,091124_FiberPho_KL002Y-KL005_TimeOut,multi,test,True,,-1,-1,False,-1
100324_Cam2_TrNum6_Coop_KL006G-KL006R,100324_FiberPho_KL006G_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
041924_Cam2_TrNum9_Coop_KL001B-KL001Y,041924_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam2_TrNum12_Coop_KL001B-KL001Y,041924_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam1_TrNum8_Coop_KL006G-KL006R,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam1_TrNum12_Coop_KL006G-KL005Y,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,,-1,-1,False,-1
091624_Cam1_TrNum14_Coop_KL006G-KL007Y,091624_FiberPho_KL006G-KL007_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam4_TrNum5_Coop_KL005Y-KL005B,041824_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam4_TrNum7_Coop_KL005Y-KL005B,041824_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam2_TrNum8_Coop_KL001B-KL001Y,042624_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam2_TrNum6_Coop_KL001B-KL001Y,042624_KL001_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam1_TrNum5_Coop_KL008B-KL008G,042424_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam1_TrNum7_Coop_KL008B-KL008G,042424_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam2_TrNum8_Coop_KL003G-KL003B,041624_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam2_TrNum10_Coop_KL003G-KL003B,041624_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
100324_Cam2_TrNum5_Coop_KL003B-KL003G,100324_FiberPho_KL003B_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
090324_Cam1_TrNum12_Coop_KL002B-KL003G,090324_FiberPho_KL002B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
090324_Cam1_TrNum14_Coop_KL002B-KL002Y,090324_FiberPho_KL002B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
090324_Cam1_TrNum10_Coop_KL002B-KL003G,090324_FiberPho_KL002B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam1_TrNum10_Coop_KL004G-KL004R,041924_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam1_TrNum8_Coop_KL004G-KL004R,041924_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
091724_Cam1_TrNum10_Coop_KL003G-KL002Y,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,,-1,-1,False,-1
091724_Cam1_TrNum14_Coop_KL003G-KL003B,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,,-1,-1,False,-1
091724_Cam1_TrNum8_Coop_KL003G-KL006R,091724_FiberPho_KL003G-KL006_TimeOut,multi,test,True,,-1,-1,False,-1
093024_Cam1_TrNum9_Coop_KL007Y-KL003G,093024_FiberPho_KL007Y_KL003_2X_TimeOut,multi,test,True,,-1,-1,False,-1
093024_Cam1_TrNum14_Coop_KL007Y-KL003B,093024_FiberPho_KL007Y_KL003_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092724_Cam2_TrNum15_Coop_KL007Y-KL003B,092724_FiberPho_KL007Y_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
092724_Cam2_TrNum11_Coop_KL007Y-KL003G,092724_FiberPho_KL007Y_KL003_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam2_TrNum12_Coop_KL005Y-KL005B,042424_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam2_TrNum5_Coop_KL005Y-KL005B,042424_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam1_TrNum8_Coop_KL006G-KL006R,041824_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
041824_Cam1_TrNum10_Coop_KL006G-KL006R,041824_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam2_TrNum7_Coop_KL008B-KL008G,042924_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam2_TrNum9_Coop_KL008B-KL008G,042924_KL008_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam1_TrNum5_Coop_KL004G-KL004R,041624_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam1_TrNum9_Coop_KL004G-KL004R,041624_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
051024_Cam2_TrNum12_Coop_EB005Y-EB003B,051024_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051024_Cam2_TrNum7_Coop_EB005Y-EB007R,051024_EB005Y-007R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
