<<<<<<< HEAD
animal id,first date,last date,first center,first not center,first nan,first norm center,first norm not center,first nose,first head,last center,last not center,last nan,last norm center,last norm not center,last nose,last head
EB010G,032524,043024,15.85,39.72,44.43,28.522584128126688,71.4774158718733,0.44429224589526684,0.21775910260444625,16.1,79.92,3.98,16.767340137471358,83.23265986252864,0.03980401411457982,0.000460746634302025
EB032,032724,040124,8.04,55.83,36.13,12.588069516204788,87.4119304837952,0.361344848630555,0.1834187117415346,20.5,72.99,6.51,21.92747887474596,78.07252112525404,0.06511038650854639,0.003946084030820993
EB031B,040324,041724,20.86,72.73,6.42,22.288706058339564,77.71129394166043,0.06415140028499315,0.0060817166646487415,11.3,72.58,16.12,13.471626132570341,86.52837386742966,0.16123071979434447,0.014184722732280573
HF002G,051624,062424,14.14,71.54,14.32,16.503267973856207,83.49673202614379,0.1432172540429096,0.012273693705302494,9.84,85.55,4.61,10.3155467030087,89.6844532969913,0.04613966601604858,0.003966963059350828
KL004R,032224,032724,0.98,14.77,84.25,6.222222222222222,93.77777777777777,0.8425205024395308,0.8608948406519257,4.76,76.03,19.21,5.891818294343358,94.10818170565663,0.1921203250611674,0.5246308109052779
HF011R,061024,062424,11.22,70.9,17.88,13.662932294203605,86.3370677057964,0.178791751123645,0.03088922182074557,14.25,61.56,24.18,18.796992481203006,81.203007518797,0.24184042081247228,0.04455288674820965
KL008Y,032224,032824,4.44,63.35,32.2,6.549638589762502,93.45036141023749,0.32203733766233766,0.17364332096474955,9.45,64.02,26.52,12.86239281339322,87.13760718660677,0.2652252621511767,0.23663626737712198
EB007,032724,032724,8.81,55.02,36.17,13.802287325708914,86.19771267429108,0.36171546805442345,0.3857734027211737,8.81,55.02,36.17,13.802287325708914,86.19771267429108,0.36171546805442345,0.3857734027211737
NF018Y,102824,020425,5.06,54.59,40.35,8.482816429170157,91.51718357082984,0.4035196019717142,0.2490809416317317,21.23,38.02,40.75,35.83122362869198,64.16877637130803,0.40749837797756977,0.18507275929187136
KM013G,010925,011725,18.74,63.71,17.54,22.728926622195267,77.27107337780474,0.1754485687626688,0.03139176971503952,9.53,71.83,18.64,11.713372664700097,88.28662733529991,0.18644470464457227,0.15941217397206808
EB019Y,032724,043024,12.09,37.43,50.48,24.414378029079163,75.58562197092084,0.5048052322606454,0.26212472205941184,11.84,78.53,9.62,13.101693039725573,86.89830696027443,0.0962382773292939,0.009692177907499431
EB002,032624,032624,10.51,79.87,9.62,11.628678911263552,88.37132108873644,0.09619686800894854,0.28187919463087246,10.51,79.87,9.62,11.628678911263552,88.37132108873644,0.09619686800894854,0.28187919463087246
NM015R,102924,020425,7.25,27.15,65.61,21.075581395348838,78.92441860465115,0.6560570685025056,0.509334539179225,19.16,38.64,42.2,33.148788927335644,66.85121107266437,0.42196854615315876,0.16010633544812797
HF005R,051624,060424,10.97,80.16,8.88,12.03774827169977,87.96225172830023,0.0887805523161451,0.025097082126068506,20.4,52.06,27.54,28.153463980126965,71.84653601987303,0.2754098360655738,0.19904662248575747
NF023G,121124,031825,11.66,59.4,28.93,16.408668730650156,83.59133126934985,0.2893095435459104,0.04813219367024963,16.67,48.15,35.18,25.717371181734038,74.28262881826598,0.35179835140077925,0.22535715232314665
NM001R,102524,020325,13.3,46.01,40.69,22.424548979935928,77.57545102006407,0.4069381988753359,0.20352911845908087,41.06,50.18,8.76,45.0021920210434,54.997807978956594,0.08760110662921586,0.003928111338725687
EB020G,032724,040124,8.04,41.9,50.06,16.099319183019624,83.90068081698038,0.5005796605659768,0.25529771746773855,10.41,78.49,11.1,11.70978627671541,88.2902137232846,0.11102652690753645,0.007993207237805234
KM012R,011625,021025,10.27,62.21,27.52,14.16942604856512,85.83057395143487,0.27524717857073483,0.26056214914240206,10.46,34.5,55.04,23.265124555160142,76.73487544483986,0.5503524945770065,0.2237391540130152
KM016B,010925,011625,12.72,68.67,18.61,15.628455584224108,84.37154441577589,0.18607433609904545,0.2579915207948605,19.48,63.94,16.59,23.3517142172141,76.64828578278589,0.16587300044704464,0.03609399599603491
EB012G,032524,043024,8.74,60.79,30.48,12.570113620020134,87.42988637997986,0.30475131981105863,0.15107900342687783,15.89,77.47,6.63,17.02013710368466,82.97986289631534,0.06632398551196131,0.00021688680677554384
KL006R,032224,032424,2.93,32.15,64.91,8.352337514253136,91.64766248574686,0.6491101557805204,0.56658808302131,2.57,53.06,44.37,4.619809455329857,95.38019054467014,0.44374472971275813,0.3834795557708524
NF021G,121824,011725,16.24,48.98,34.78,24.90033731984054,75.09966268015945,0.3477973495488945,0.11479229320202254,9.9,67.86,22.24,12.73148148148148,87.2685185185185,0.22238002895146533,0.16038019282768415
NF019G,102824,020425,8.99,50.02,41.0,15.234705982036942,84.76529401796306,0.4099507261889383,0.26496207577463227,17.9,44.42,37.68,28.722721437740688,71.27727856225931,0.37680123321641606,0.18259198856147094
NM034Y,030425,030725,13.14,49.16,37.7,21.091492776886035,78.90850722311397,0.37699757869249395,0.19354792764563453,16.96,44.79,38.24,27.465587044534413,72.53441295546558,0.38241698911185096,0.1110951138306488
NM002Y,102524,020325,9.31,29.41,61.28,24.04442148760331,75.9555785123967,0.6128154308636239,0.41342424443580433,21.1,33.53,45.37,38.623466959546036,61.376533040453964,0.4537160185135926,0.14099324360270257
EB021R,032724,040824,12.54,37.89,49.56,24.866151100535394,75.13384889946461,0.49561902647088757,0.3447136869570045,16.88,74.65,8.47,18.442040860919914,81.55795913908008,0.0847095013414747,0.011506614857988713
NM011R,102824,020425,7.7,27.49,64.8,21.88121625461779,78.11878374538222,0.648046443051972,0.4625875414670107,16.19,59.11,24.7,21.500664010624174,78.49933598937582,0.24701749734888653,0.04281548250265111
NF007G,121224,011625,16.77,45.4,37.83,26.974424963808907,73.02557503619109,0.3783071776057408,0.3298045997446382,59.8,16.46,23.74,78.41594544977708,21.584054550222927,0.23741939312418403,0.10697472010127784
NM025Y,121324,031725,6.4,83.95,9.65,7.083563918096292,92.9164360819037,0.09650547058063802,0.060240963855421686,9.49,61.31,29.2,13.403954802259888,86.59604519774012,0.2920130345148633,0.016725410653720824
KM011Y,010925,011625,18.1,52.49,29.41,25.641025641025646,74.35897435897436,0.2941035359593149,0.06647315645540469,10.96,63.74,25.3,14.67202141900937,85.32797858099063,0.2529950930469401,0.06707712248865846
HF009R,060524,070324,14.84,61.13,24.03,19.5340265894432,80.4659734105568,0.24029121806859238,0.039107463824688174,8.02,67.79,24.19,10.579079277140218,89.42092072285979,0.241918458899591,0.030478955007256895
NM026R,121724,031825,12.28,72.57,15.15,14.47259870359458,85.52740129640542,0.15152514686017654,0.05506863946219332,15.65,51.18,33.17,23.417626814304953,76.58237318569505,0.33169077518147616,0.3266836221056536
NF020B,102824,020425,9.65,28.53,61.82,25.27501309586171,74.72498690413829,0.6182246009043093,0.5730368183076497,12.6,60.33,27.07,17.276840806252572,82.72315919374743,0.2707032735897608,0.23711709292698754
KL005G,032224,032424,3.34,13.76,82.9,19.532163742690056,80.46783625730993,0.8290432350055322,0.6162710590593098,4.9,22.77,72.33,17.708709794000725,82.29129020599927,0.7233334410443661,0.6073932852942127
NF023B,120924,011525,10.53,63.22,26.25,14.277966101694913,85.72203389830509,0.26245747186600366,0.047409055221146294,16.43,50.31,33.25,24.617920287683546,75.38207971231644,0.33254331254331254,0.2221898821898822
NF022B,120924,031725,4.03,65.38,30.59,5.806079815588532,94.19392018441147,0.3059349976448422,0.20874548594755848,22.12,32.37,45.51,40.59460451458984,59.405395485410175,0.45509797409498504,0.18274659581534375
NF010Y,102524,020325,5.31,37.79,56.9,12.320185614849187,87.6798143851508,0.5689790655034151,0.31214361991497247,9.34,37.83,52.82,19.80072079711681,80.19927920288318,0.5282265851303508,0.31208561313163824
EB017,032824,032824,6.89,80.23,12.87,7.9086317722681345,92.09136822773186,0.1287034293756018,0.2513517517220947,6.89,80.23,12.87,7.9086317722681345,92.09136822773186,0.1287034293756018,0.2513517517220947
NM014Y,102924,120924,13.64,33.26,53.1,29.08315565031983,70.91684434968016,0.5309642234259507,0.37470816761560255,13.04,41.13,45.83,24.07236477755215,75.92763522244785,0.45827447571444097,0.12360099967401934
EB006G,032524,040124,10.24,79.34,10.43,11.431123018530922,88.56887698146907,0.10426272701609109,0.16070386750729274,14.24,79.55,6.21,15.182855315065574,84.81714468493443,0.06214154622619867,0.002007341133287451
NM026G,121124,031825,14.61,69.03,16.36,17.467718794835008,82.53228120516499,0.16361559176345783,0.03385197073144194,28.89,49.9,21.21,36.66708973219952,63.33291026780049,0.21207580198124842,0.010635617383001578
EB007R,032524,040724,7.57,48.62,43.81,13.472148069051434,86.52785193094856,0.43808608800952753,0.41830045736131544,22.59,69.24,8.17,24.599803985625613,75.40019601437439,0.0816546209441796,0.003158305634086043
KL007B,032224,032824,3.13,59.07,37.8,5.032154340836013,94.96784565916398,0.3780119645139185,0.35082325486637156,9.37,24.44,66.2,27.713694173321496,72.2863058266785,0.6619720916460007,0.5796905651996891
KL001G,032224,032424,6.81,16.97,76.22,28.63751051303617,71.36248948696384,0.762187450857053,0.7154426796666142,5.14,17.69,77.17,22.51423565484012,77.48576434515988,0.7717076456719434,0.7778713371505558
EB008,032724,032724,8.51,52.28,39.21,13.99901299555848,86.00098700444153,0.39208616465584983,0.24592058429251606,8.51,52.28,39.21,13.99901299555848,86.00098700444153,0.39208616465584983,0.24592058429251606
NF030B,121324,020525,9.18,54.5,36.32,14.415829145728642,85.58417085427136,0.3631994095668619,0.12318833894552332,2.47,69.91,27.62,3.412544901906604,96.5874550980934,0.2762070907060246,0.16453908564782765
EB033Y,040324,043024,17.5,79.19,3.32,18.099079532526634,81.90092046747337,0.03316887214890881,0.0020975640897027844,17.75,79.41,2.84,18.26883491148621,81.73116508851379,0.028375035384179886,0.0025045845589592745
NF031R,110424,020325,4.01,17.78,78.21,18.40293712712253,81.59706287287747,0.7821138370376165,0.5076318336934946,8.77,50.61,40.62,14.76928258672954,85.23071741327047,0.4062079436833569,0.27135166844956693
=======
animal id,first date,last date,first center,last center
NF031R,110424,020325,4.01,8.77
EB028G,032724,040124,7.88,17.61
EB020G,032724,040124,8.04,10.41
NF029R,110424,110824,8.11,2.23
KL001Y,032224,032424,0.8,1.48
NM001R,102524,020325,13.3,41.06
HF009R,060524,070324,14.84,8.02
NM024G,010725,011525,31.24,26.38
EB017B,032724,043024,7.12,19.18
NM012Y,010725,010725,27.33,27.33
KL004Y,032224,032724,7.64,5.22
KL005Y,032224,032424,1.67,2.43
EB002G,032524,040124,5.74,13.31
NM027Y,010725,031725,12.46,54.68
NM014B,102924,110724,5.61,19.91
EB011,032824,032824,5.97,5.97
NM011R,102824,020425,7.7,16.19
NF033R,010825,011625,12.89,4.8
EB021R,032724,040824,12.54,16.88
EB015,032824,032824,7.38,7.38
NM004B,102824,020325,6.04,12.88
KL006Y,032224,032424,7.41,4.75
EB032G,040824,041724,17.51,12.98
NM004Y,102824,020325,6.32,28.93
NM005G,102824,020325,5.41,11.21
EB033B,032724,040124,6.03,24.3
KL007B,032224,032824,3.13,9.37
HF014G,070224,080124,17.75,15.95
HF010B,060524,070324,16.31,7.39
NF021G,010725,011725,24.76,9.9
NM028G,110524,020525,16.28,7.72
EB012,032824,032824,11.98,11.98
EB001,032624,032624,12.7,12.7
NF030B,010825,020525,6.94,2.47
KL002B,032224,032424,2.58,3.08
NF021R,010725,012125,57.57,52.87
KL002Y,032224,032424,4.82,5.94
NM025B,010725,031725,20.31,22.13
NF033B,011625,011625,31.11,31.11
KL004R,032224,032724,0.98,4.76
EB004G,032524,043024,9.8,20.17
NM027B,010725,031725,16.58,20.99
EB003B,032524,043024,4.62,19.65
KL007Y,032224,032824,4.16,8.82
NM028R,110624,020525,0.0,53.2
NF008Y,102524,020325,5.28,18.23
KM010B,010925,011625,17.56,13.93
NM026R,010725,031825,2.07,15.65
NM005R,102824,020325,6.9,23.98
NM008B,110724,110724,7.01,7.01
KL005B,032224,032424,1.24,2.58
NM024R,010725,011525,13.89,10.21
NF022Y,010825,031725,15.42,6.95
EB011Y,032724,040224,6.05,22.79
HF005R,051624,060424,10.97,20.4
EB029R,040324,040424,39.9,33.36
NF029G,110124,110424,5.76,5.58
KM013R,010925,011525,17.41,14.47
NM002B,102524,020325,11.49,25.32
NF010B,102524,020325,6.19,11.95
KL003R,032224,032524,2.25,2.77
KL008G,032224,032824,4.27,10.39
NF017G,102824,020425,9.31,18.49
KL001B,032224,032424,0.99,3.19
NM014Y,102924,110724,13.64,16.62
NM006B,102824,020425,10.49,15.09
NM034R,012825,031425,17.36,4.22
NM013R,102924,020425,10.7,12.34
NM016B,102924,020525,8.72,27.91
KM015R,010925,012225,17.1,12.06
EB009B,032524,041724,8.1,17.37
HF012B,061024,062424,13.91,4.63
KL003G,032224,032524,2.22,3.0
EB017,032824,032824,6.89,6.89
NM001G,102524,020325,7.35,22.96
EB008,032724,032724,8.51,8.51
NM034Y,030525,030725,17.72,16.96
HF003B,051624,061024,12.83,12.19
EB023B,032724,040224,13.72,17.69
NM034B,012825,030425,0.0,11.33
EB007,032724,032724,8.81,8.81
KL004B,032224,032724,5.19,8.82
KL006G,032224,032424,4.84,4.62
KL003B,032224,032524,4.21,5.32
KM012R,011625,021025,10.27,10.46
KL001G,032224,032424,6.81,5.14
NF018B,102824,020425,7.68,10.46
EB018G,032524,040824,8.02,11.85
KL007G,032224,032824,3.09,7.35
EB022G,032724,040124,7.76,16.1
EB007R,032524,040724,7.57,22.59
KM016Y,011025,011625,19.75,0.0
EB001R,032524,041724,10.06,20.26
NF018Y,102824,020425,5.06,21.23
EB032,032724,040124,8.04,20.5
NF005R,110724,110724,11.75,11.75
NF030Y,010825,012825,8.95,3.79
NM011G,102824,020425,8.29,29.73
NF019R,102824,020425,6.43,13.63
HF013Y,070224,080124,16.59,17.66
EB005,032724,032724,7.95,7.95
EB033Y,040324,043024,17.5,17.75
EB006,032724,032724,7.09,7.09
EB031R,032724,040124,7.58,30.86
NF032B,110424,020325,8.16,11.11
NF009G,102524,020325,7.1,11.39
NF019G,102824,020425,8.99,17.9
NF023R,030425,031825,8.03,15.41
NM016Y,102924,020525,9.19,18.6
KM015G,010925,012125,6.46,11.16
KL007R,032224,032824,4.68,5.62
EB034G,041724,043024,22.47,24.34
NF022B,010725,031725,22.08,22.12
NM015G,102924,020425,14.1,21.0
EB005Y,032524,040224,4.12,23.78
KM009G,011425,012325,13.62,9.76
KL002R,032224,032424,1.84,6.63
NF017R,102824,020425,5.6,17.91
EB006G,032524,040124,10.24,14.24
HF008Y,051624,061024,15.14,14.71
NF031G,110424,020325,4.18,19.35
KL005G,032224,032424,3.34,4.9
NM003R,102524,020325,6.01,11.19
EB008G,032524,040924,13.05,15.31
EB030G,040924,040924,10.54,10.54
EB019Y,032724,043024,12.09,11.84
KL008Y,032224,032824,4.44,9.45
NF007G,010825,011625,32.71,59.8
NF032Y,110424,020325,7.98,15.35
KM009R,010925,011725,22.39,13.74
KM012G,010925,021025,17.72,11.0
EB018,032824,032824,6.5,6.5
KM016B,010925,011625,12.72,19.48
KM010Y,011025,011625,18.23,11.59
NM006Y,102824,020425,9.34,23.74
NM003G,102524,020325,14.46,36.46
KL008B,032224,032824,4.13,5.64
EB009,032824,032824,9.48,9.48
NF008B,102524,020325,4.79,20.66
HF004Y,051624,061024,14.75,11.82
EB024G,032724,040124,8.38,13.3
KL003Y,032224,032524,5.31,3.91
EB029Y,032724,040124,8.64,23.12
HF006G,051624,062424,23.42,16.12
HF007B,051624,060424,14.13,7.12
NM025Y,010725,031725,2.61,9.49
EB004,032624,032724,0.0,12.08
EB034,032724,040124,10.44,24.08
HF001R,051624,062424,14.73,9.4
EB002,032624,032624,10.51,10.51
KL006B,032224,032424,9.55,5.51
HF002G,051624,062424,14.14,9.84
KL005R,032224,032424,6.26,5.95
EB016,032824,032824,9.21,9.21
NM026G,010725,031825,11.36,28.89
NF023G,010725,031825,10.07,16.67
KM011B,010925,011725,20.3,18.23
NM013G,102924,020425,8.98,14.09
NF020B,102824,020425,9.65,12.6
EB010G,032524,043024,15.85,16.1
EB010,032824,032824,8.47,8.47
KL004G,032224,032724,4.13,7.13
EB015R,032724,040424,8.51,29.01
NF007R,010725,011625,31.61,49.28
NF010Y,102524,020325,5.31,9.34
EB012G,032524,043024,8.74,15.89
NF020Y,102824,020425,6.37,6.42
KL008R,032224,032824,4.87,6.51
EB030,032724,040124,12.42,12.63
NF023B,010725,011525,13.98,16.43
EB016G,032524,033124,8.02,15.23
KM013G,010925,011725,18.74,9.53
KL006R,032224,032424,2.93,2.57
HF011R,061024,062424,11.22,14.25
NM002Y,102524,020325,9.31,21.1
KM011Y,010925,011625,18.1,10.96
KL002G,032224,032424,4.04,4.64
EB027Y,032724,040824,7.05,13.2
EB003,032624,032724,0.0,7.23
KL001R,032224,032424,5.25,3.73
NM015R,102924,020425,7.25,19.16
EB031B,040324,041724,20.86,11.3
NF009R,102524,020325,9.7,15.8
>>>>>>> 465669c92bfae52a40b051d69969a470ca365b29
